Transaction_ID,Date_Time,Country,Country_Code,State,DMA,City,Retail_Chain,Banner_Division,Banner_Region,Store_Type,Store_ID,Customer_ID,Product_SKU,Product_Name,Brand,Manufacturer,Product_Category,Quantity_Sold,Currency,Unit_Price_Local,Total_Sale_Amount,Discount_Percent,Final_Sale_Amount,Promotion_Type,Promotion_Flag,Payment_Method,Weekday,Month,Hour,Seasonality_Flag
TXN0000083,2024-06-19 15:57:01,United States,USA,TX,DAL,Dallas,Costco,Costco Texas,Costco Texas,Hypermarket,COS6873,C532067,PP002,ProteinPeak Chocolate Hazelnut,ProteinPeak,Acme Corp,RTE Cereal,1,USD,7.49,7.49,0.0,7.49,None,No,EBT,Wednesday,6,15,None
TXN0000084,2025-11-29 17:10:11,United States,USA,TX,HOU,The Woodlands,Amazon,Amazon E-Commerce,Amazon E-Commerce,Online,AMA4945,C581894,MO001,MorningOats Instant Original 8ct,MorningOats,Acme Corp,Hot Cereal,3,USD,4.99,14.97,0.21,11.82,Loyalty,Yes,Cash,Saturday,11,17,Holiday
TXN0000085,2025-11-13 07:51:29,United States,USA,IN,IND,Indianapolis,Kroger,Kroger Cincinnati,Kroger Midwest,Supermarket,KRO8237,C769975,QT001,Quaker Old Fashioned 18oz,Quaker,PepsiCo,Hot Cereal,1,USD,5.99,5.99,0.0,5.99,None,No,Mobile Pay,Thursday,11,7,Holiday
TXN0000086,2025-12-07 11:54:19,United States,USA,IL,CHI,Evanston,Aldi,Aldi National,Aldi National,Supermarket,ALD2747,C410244,HN001,HoneyNest Original 12oz,HoneyNest,Acme Corp,RTE Cereal,1,USD,4.29,4.29,0.0,4.29,None,No,Cash,Sunday,12,11,Holiday
TXN0000087,2024-01-23 21:42:25,United States,USA,NY,NYC,Jersey City,Target.com,Target.com E-Commerce,Target.com E-Commerce,Online,TAR1803,C400096,PL002,GV Toasted Oats Original 14oz,Great Value,Walmart PL,RTE Cereal,2,USD,2.69,5.38,0.0,5.38,None,No,Debit Card,Tuesday,1,21,None
TXN0000088,2025-09-13 17:14:40,United States,USA,IL,CHI,Schaumburg,Target.com,Target.com E-Commerce,Target.com E-Commerce,Online,TAR3240,C141337,TG007,TrailGrove Bars Honey Almond,TrailGrove,Acme Corp,Bar,1,USD,5.49,5.49,0.0,5.49,None,No,Cash,Saturday,9,17,BackToSchool
TXN0000089,2026-03-18 12:37:23,United States,USA,FL,ORL,Orlando,Costco,Costco Southeast,Costco Southeast,Hypermarket,COS6352,C385765,GM001,Cheerios 12oz,Cheerios,General Mills,RTE Cereal,1,USD,4.29,4.29,0.18,3.52,Bundle,Yes,Debit Card,Wednesday,3,12,None
TXN0000090,2024-09-20 19:30:51,United States,USA,CA,LAX,Anaheim,Albertsons,Albertsons West,Albertsons West,Supermarket,ALB8673,C336574,QT001,Quaker Old Fashioned 18oz,Quaker,PepsiCo,Hot Cereal,1,USD,5.99,5.99,0.0,5.99,None,No,Mobile Pay,Friday,9,19,BackToSchool
TXN0000091,2026-05-16 17:23:05,United States,USA,MO,KAN,Kansas City,Winn-Dixie,Winn-Dixie Southeast,Winn-Dixie Southeast,Supermarket,WIN9791,C805000,CR004,Crunchwell Honey Nut Mega 18oz,Crunchwell,Acme Corp,RTE Cereal,1,USD,5.69,5.69,0.0,5.69,None,No,Cash,Saturday,5,17,None
TXN0000092,2025-08-21 12:40:23,United States,USA,GA,ATL,Marietta,Aldi,Aldi National,Aldi National,Supermarket,ALD1410,C739717,TG002,TrailGrove PB Chocolate 12oz,TrailGrove,Acme Corp,Granola,3,USD,6.49,19.47,0.0,19.47,None,No,Debit Card,Thursday,8,12,BackToSchool
TXN0000093,2025-10-25 08:52:29,United States,USA,IN,IND,Carmel,Walmart.com,Walmart.com E-Commerce,Walmart.com E-Commerce,Online,WAL7689,C419149,CR004,Crunchwell Honey Nut Mega 18oz,Crunchwell,Acme Corp,RTE Cereal,1,USD,5.69,5.69,0.0,5.69,None,No,Mobile Pay,Saturday,10,8,None
TXN0000094,2024-04-28 09:56:34,United States,USA,GA,ATL,Decatur,Sprouts,Sprouts National,Sprouts National,Supermarket,SPR9850,C974190,TG007,TrailGrove Bars Honey Almond,TrailGrove,Acme Corp,Bar,2,USD,5.49,10.98,0.21,8.68,Loyalty,Yes,Mobile Pay,Sunday,4,9,Easter
TXN0000095,2025-09-22 12:17:02,United States,USA,OK,OK-DMA,Oklahoma City,Meijer,Meijer Midwest,Meijer Midwest,Hypermarket,MEI8285,C818987,QT001,Quaker Old Fashioned 18oz,Quaker,PepsiCo,Hot Cereal,1,USD,5.99,5.99,0.0,5.99,None,No,Cash,Monday,9,12,BackToSchool
TXN0000096,2025-07-11 19:41:22,United States,USA,TX,DAL,Plano,Rouses,Rouses Other,Rouses Other,Supermarket,ROU3001,C794963,QT001,Quaker Old Fashioned 18oz,Quaker,PepsiCo,Hot Cereal,2,USD,5.99,11.98,0.0,11.98,None,No,Debit Card,Friday,7,19,None
TXN0000097,2025-10-19 14:01:03,United States,USA,MO,KAN,Kansas City,Publix,Publix Other,Publix Other,Supermarket,PUB4362,C714867,CR003,Crunchwell Honey Nut 14oz,Crunchwell,Acme Corp,RTE Cereal,2,USD,4.49,8.98,0.0,8.98,None,No,Debit Card,Sunday,10,14,None
TXN0000098,2026-04-12 18:21:49,United States,USA,IL,CHI,Chicago,Winn-Dixie,Winn-Dixie Southeast,Winn-Dixie Southeast,Supermarket,WIN3370,C215266,CR005,Crunchwell Multigrain 13oz,Crunchwell,Acme Corp,RTE Cereal,1,USD,4.49,4.49,0.0,4.49,None,No,Credit Card,Sunday,4,18,Easter
TXN0000099,2024-05-14 07:50:50,United States,USA,NY,NYC,Queens,Walmart,Walmart Division 4 - Northeast,Walmart Northeast,Hypermarket,WAL3854,C651640,HN003,HoneyNest Chocolate 12oz,HoneyNest,Acme Corp,RTE Cereal,1,USD,4.39,4.39,0.0,4.39,None,No,Credit Card,Tuesday,5,7,None
TXN0000100,2026-02-02 09:28:49,United States,USA,CA,LAX,Los Angeles,Meijer,Meijer Midwest,Meijer Midwest,Hypermarket,MEI9254,C132663,HN001,HoneyNest Original 12oz,HoneyNest,Acme Corp,RTE Cereal,3,USD,4.29,12.87,0.16,10.8,Bundle,Yes,Credit Card,Monday,2,9,SuperBowl
